,AAPL,MSFT,GOOGL,AMZN,META,NVDA,TSLA,AVGO,ORCL,ADBE,CRM,CSCO,ACN,INTC,AMD,QCOM,TXN,IBM,NOW,INTU,AMAT,MU,ADI,LRCX,NFLX,DIS,CMCSA,T,VZ,TMUS,JPM,BAC,WFC,GS,MS,C,BLK,SCHW,AXP,SPGI,BX,V,MA,PYPL,UNH,JNJ,LLY,PFE,MRK,ABBV,TMO,ABT,DHR,BMY,AMGN,MDT,CVS,GILD,WMT,PG,KO,PEP,COST,MCD,NKE,SBUX,HD,LOW,TGT,BKNG,MDLZ,CL,EL,XOM,CVX,COP,SLB,CAT,BA,GE,HON,UPS,RTX,LMT,DE,MMM,UNP,LIN,FCX,NEE,DUK,BRK-B,F,GM,UBER,ABNB,SHOP,SQ,PLTR,SNOW,COIN
2024-08-29,189.16,201.29,203.18,389.7,373.25,333.37,95.66,439.74,270.52,310.31,336.27,141.55,149.49,131.76,404.14,117.76,419.69,393.85,472.31,276.27,437.26,371.28,275.55,326.2,141.8,117.33,166.34,138.76,103.12,438.59,248.86,241.43,276.71,154.71,364.08,419.55,110.16,155.57,120.06,500.3,428.78,248.44,578.19,226.68,319.66,300.0,46.24,277.93,44.93,344.15,494.31,74.33,187.29,299.16,367.17,102.66,118.39,522.75,355.06,128.94,271.25,274.06,266.42,410.13,337.41,307.04,194.89,344.72,105.82,219.73,203.88,94.99,237.22,377.93,245.01,400.31,62.14,199.08,456.91,161.25,258.79,61.55,666.0,436.52,381.26,99.72,203.05,458.03,150.17,153.2,217.81,187.49,256.58,230.87,332.1,204.21,427.5,404.3,133.8,460.7,286.57
2024-08-30,188.09,201.42,204.25,391.84,379.95,333.67,95.31,458.71,267.09,316.78,331.51,140.37,149.65,129.55,405.91,119.53,421.6,402.39,472.1,272.92,445.09,359.21,286.15,334.15,143.24,120.7,170.95,138.68,109.85,441.89,254.42,239.85,277.65,156.59,366.51,417.9,111.55,153.28,120.43,492.21,427.18,235.83,593.02,224.52,309.27,296.72,46.8,280.84,44.82,355.1,486.02,74.07,182.18,303.94,364.58,103.35,120.6,522.03,351.07,130.94,266.36,278.89,270.98,395.8,345.37,310.7,196.02,343.58,104.41,218.44,202.43,93.6,240.31,374.27,240.83,400.74,62.28,202.55,468.63,160.51,260.0,61.26,648.34,438.69,380.14,99.91,205.93,461.68,148.54,152.63,220.39,184.87,252.05,233.61,346.77,201.28,423.0,409.54,139.91,446.06,274.65
2024-09-02,189.34,194.94,204.16,387.07,380.56,341.38,95.97,472.99,264.84,310.28,328.99,141.71,150.41,126.48,403.94,118.18,440.87,400.56,486.93,274.75,454.2,353.63,275.44,319.91,140.44,123.68,173.94,138.73,111.78,459.32,261.02,243.46,282.28,158.32,370.4,402.81,111.57,153.19,124.79,489.09,426.12,243.49,602.17,221.47,314.45,287.36,46.7,280.26,45.07,343.08,472.51,73.99,180.27,300.58,360.31,102.71,121.02,519.07,354.53,132.28,265.7,277.86,281.08,385.98,345.29,308.95,196.97,339.0,105.63,227.74,199.71,91.65,241.76,378.16,245.41,404.86,60.88,203.52,474.87,160.44,267.38,62.69,638.02,433.01,382.76,100.43,215.55,458.6,148.83,155.91,220.9,182.74,251.17,229.55,348.93,201.34,424.77,406.39,142.41,444.87,280.74
2024-09-03,191.23,192.25,205.83,374.4,396.88,330.37,96.67,470.53,261.61,321.13,333.62,138.82,152.07,128.6,407.6,118.34,408.73,405.95,504.08,275.41,456.89,357.33,278.23,330.87,134.36,130.2,177.35,141.58,111.84,462.79,271.21,242.82,276.19,159.99,382.34,403.69,110.68,146.48,123.52,485.3,426.33,240.6,602.24,223.43,329.04,296.52,45.35,282.49,46.46,348.02,455.72,74.56,183.16,305.82,360.35,100.35,119.79,517.67,345.4,133.95,273.65,276.41,277.77,386.84,351.74,309.17,192.62,336.65,105.5,227.47,194.88,90.46,240.91,382.62,247.79,418.88,61.34,201.54,449.48,162.43,271.96,62.68,643.97,435.8,376.93,98.43,218.14,454.93,147.72,158.28,218.48,190.63,244.42,226.9,358.25,203.53,421.42,400.68,135.28,434.8,284.63
2024-09-04,190.81,193.31,203.83,380.39,383.06,326.95,97.3,483.83,267.98,324.26,338.28,136.85,149.31,131.52,399.92,121.69,403.09,399.12,528.42,277.62,465.97,340.93,278.42,332.0,132.89,128.77,173.2,142.79,109.14,473.11,281.98,240.05,272.78,162.27,382.67,419.76,110.24,143.97,126.41,480.56,429.73,237.35,598.94,229.07,334.83,292.17,47.01,282.64,47.52,343.05,442.56,76.91,183.33,304.21,367.41,98.11,118.79,520.35,350.33,133.84,273.82,287.81,281.9,382.13,370.4,313.85,188.36,340.47,105.5,222.88,198.88,90.92,241.41,387.64,244.67,425.24,62.34,196.61,460.95,158.56,284.54,64.18,634.49,449.13,392.17,98.68,224.37,451.62,150.21,158.19,221.1,193.82,245.98,230.45,345.6,200.03,426.71,425.99,136.97,419.41,284.57
2024-09-05,191.55,194.82,199.41,374.91,376.67,330.0,96.42,490.85,282.2,326.89,346.2,137.95,153.3,132.1,398.77,119.6,406.72,408.78,536.99,283.08,456.73,331.23,278.58,332.71,133.17,131.51,174.09,140.61,111.71,461.41,289.79,242.92,266.98,162.1,384.48,409.9,110.58,142.05,125.28,475.72,430.0,241.32,598.61,223.36,348.62,291.51,47.57,281.21,47.77,344.74,427.04,77.89,174.11,307.26,368.41,101.95,119.69,530.29,347.05,131.73,264.85,286.39,273.37,380.94,377.08,319.29,181.31,345.94,106.45,219.05,199.97,90.6,241.14,381.38,241.97,428.04,62.37,190.28,466.73,164.84,282.26,67.47,641.94,452.52,398.56,100.28,229.87,456.87,151.76,159.0,223.49,189.84,248.65,232.86,341.97,199.56,437.56,409.14,133.56,422.22,309.36
2024-09-06,192.64,197.99,197.89,397.35,386.83,328.47,97.05,483.1,267.7,318.63,344.48,135.27,155.79,129.59,388.79,119.89,408.13,415.92,533.18,282.91,450.34,342.86,281.55,333.96,130.67,134.27,176.48,141.87,107.66,459.61,303.75,240.8,263.02,160.89,397.29,420.2,110.72,144.85,122.21,479.64,423.3,235.05,576.9,225.64,329.75,290.59,46.44,282.16,48.62,350.39,438.08,79.44,165.95,313.05,366.45,103.17,121.38,526.39,342.44,127.88,271.2,291.09,268.49,385.98,375.37,317.97,181.52,347.56,103.27,212.06,201.51,89.2,240.24,377.19,234.41,415.14,63.12,192.2,475.48,163.27,278.92,68.98,655.28,450.51,370.52,100.41,226.32,463.7,151.36,155.36,228.12,193.46,249.7,237.82,334.05,199.11,436.61,382.06,132.05,406.31,309.75
2024-09-09,192.79,192.26,193.97,385.17,387.71,340.52,98.14,483.73,269.62,321.16,342.25,134.77,160.6,127.08,387.07,120.69,410.4,410.17,506.5,287.67,444.97,347.39,281.43,322.21,129.34,133.54,180.94,141.01,107.44,442.29,287.24,240.35,263.55,165.23,395.69,427.98,109.77,145.06,121.43,485.43,430.71,251.22,560.14,221.33,329.24,302.33,47.37,278.72,47.22,364.67,453.17,79.92,165.16,315.0,365.01,105.28,119.7,531.57,340.95,127.13,274.69,291.74,276.07,370.23,373.26,313.76,185.41,353.89,102.93,218.54,197.39,89.99,233.93,380.47,231.95,411.85,63.23,192.26,493.64,164.31,280.16,67.97,666.14,451.36,366.16,99.59,228.8,468.55,149.24,155.76,231.36,197.4,250.33,240.1,331.91,199.85,430.15,388.55,138.41,402.11,308.17
2024-09-10,195.42,197.01,191.92,406.4,394.04,340.54,100.93,485.54,264.47,310.85,343.02,130.31,158.09,128.24,379.24,120.68,408.01,410.18,493.88,291.49,434.92,343.45,294.02,332.07,127.31,139.56,180.69,142.53,105.78,459.15,296.62,235.08,267.44,165.74,395.69,419.39,111.1,145.0,118.7,487.4,432.21,256.28,561.89,221.15,329.32,297.32,47.48,277.93,49.41,358.44,462.67,78.23,172.46,312.9,368.79,103.12,118.5,538.11,342.63,131.54,281.05,286.63,284.87,373.47,358.76,318.4,189.21,351.57,103.47,219.7,195.53,90.36,242.67,380.95,236.48,429.34,64.92,195.56,491.44,164.32,275.78,65.83,674.47,457.41,362.24,98.57,244.17,477.82,148.45,153.18,234.71,197.57,241.89,234.86,337.83,203.03,430.08,377.35,138.41,401.31,314.58
2024-09-11,195.47,192.72,186.51,407.33,405.59,347.86,98.36,506.56,275.46,304.23,338.93,132.09,159.86,127.91,373.41,119.59,406.42,402.03,499.33,291.72,437.04,338.9,306.56,321.93,133.59,134.97,176.74,142.77,110.33,437.69,301.7,235.66,270.51,168.92,391.17,440.94,112.61,149.16,117.98,498.12,429.44,248.24,544.05,217.36,332.36,295.06,48.45,279.6,47.78,367.72,465.06,78.99,177.01,314.34,377.93,102.15,118.62,527.42,343.85,134.83,280.56,289.59,269.24,377.53,369.71,318.57,186.21,357.01,104.48,219.76,199.39,88.38,243.14,383.07,230.99,439.38,64.52,198.03,500.64,164.13,277.32,64.24,664.19,461.37,365.3,96.77,241.69,478.16,150.49,149.82,234.29,195.1,240.57,236.97,333.26,202.85,427.79,370.23,139.03,412.16,326.08
2024-09-12,196.57,187.07,187.76,386.86,420.01,357.17,97.87,538.84,279.78,301.68,336.9,135.1,158.97,131.11,378.41,121.29,407.74,397.2,501.24,291.54,425.86,342.03,308.17,336.32,132.99,141.75,180.35,140.17,112.73,451.03,291.61,237.97,271.57,163.49,408.0,455.03,112.68,147.02,118.93,512.41,435.35,247.46,554.69,218.84,331.72,302.42,49.62,276.03,46.32,381.96,481.26,80.6,176.2,313.12,392.9,102.38,118.13,540.32,348.14,137.41,285.22,293.64,271.87,374.36,372.34,318.42,183.51,355.7,105.3,219.86,191.96,88.87,247.89,378.56,237.15,441.64,64.2,195.72,524.17,162.84,269.97,64.33,677.72,453.75,363.73,97.14,237.58,483.38,151.83,150.27,236.87,192.44,245.01,236.85,342.32,199.45,430.9,345.12,142.02,403.95,327.9
2024-09-13,192.93,191.31,183.9,369.39,423.52,347.54,96.22,545.56,286.69,295.14,347.63,134.17,158.93,132.34,387.68,120.54,405.59,410.88,493.19,291.41,425.93,355.72,307.48,344.31,131.44,135.86,179.32,138.95,118.42,431.31,278.27,235.54,274.8,157.73,417.3,457.93,109.62,143.47,121.16,520.11,432.32,251.02,552.5,224.33,337.81,294.38,49.09,274.32,47.94,382.24,458.0,80.68,178.32,315.2,391.83,102.55,118.77,550.03,345.54,138.77,279.39,298.8,287.77,369.9,385.87,314.88,186.26,356.67,103.97,218.5,187.93,90.47,255.03,384.11,238.89,431.24,63.37,202.7,521.31,163.54,275.74,65.84,687.58,450.01,350.78,96.86,233.05,489.33,154.42,153.25,230.83,192.59,244.92,239.08,363.12,198.55,428.15,348.41,143.98,409.59,316.15
2024-09-16,192.4,190.6,186.59,355.58,426.71,351.68,94.98,532.21,296.27,293.9,349.43,134.79,158.16,132.15,391.93,118.01,408.08,399.79,514.53,286.37,437.28,371.03,318.74,343.91,127.93,134.1,180.44,138.12,117.52,429.39,276.0,233.23,276.37,156.8,412.58,438.3,108.93,140.82,123.76,509.08,432.09,248.68,552.98,223.34,343.8,295.65,49.05,281.51,48.56,381.26,453.71,78.92,177.15,323.08,387.91,100.33,115.3,551.54,352.43,136.28,276.42,307.27,292.88,365.64,385.51,324.56,183.73,359.82,101.42,221.97,180.4,89.2,265.0,387.57,245.18,418.66,62.88,208.81,508.86,166.1,278.22,68.05,695.93,442.73,351.62,99.88,239.82,495.03,154.4,153.12,231.63,190.33,255.51,237.79,375.7,191.78,434.0,349.81,141.97,423.21,323.04
2024-09-17,194.56,200.07,191.01,351.86,430.1,353.29,95.16,538.3,303.61,298.21,345.5,139.02,157.11,134.1,389.74,119.52,400.73,393.67,496.78,289.21,440.38,394.33,314.46,346.85,127.97,134.67,178.44,136.31,117.16,438.52,284.46,233.9,270.0,151.8,405.23,435.69,112.11,136.74,124.51,526.55,416.57,244.11,537.18,219.12,352.47,295.91,48.83,284.45,47.79,379.94,464.52,79.16,177.65,317.61,387.91,99.43,115.34,534.39,346.53,140.04,284.91,310.46,296.09,379.78,388.56,321.79,182.57,360.69,101.16,230.53,175.21,89.12,263.33,396.16,248.73,439.69,62.27,209.4,507.24,164.89,287.01,67.22,689.95,431.76,344.43,101.14,240.36,496.9,154.44,155.84,231.7,185.83,266.98,239.06,368.56,195.49,422.66,336.65,138.75,422.52,332.53
2024-09-18,189.93,199.37,189.1,357.48,451.02,362.16,95.63,524.26,306.89,304.89,344.29,139.01,157.12,133.08,390.82,116.07,404.18,394.25,493.59,295.67,438.29,383.73,328.24,350.54,130.5,130.7,181.46,138.02,112.29,448.81,284.57,232.9,271.06,151.27,394.59,438.03,113.79,133.21,125.99,524.69,424.72,243.02,526.61,221.17,349.04,293.81,49.59,287.73,47.24,369.68,448.22,78.79,171.37,314.53,391.33,98.57,116.43,529.08,337.13,139.31,278.35,321.05,284.22,372.82,400.29,319.97,184.72,370.17,98.17,226.82,177.42,90.68,262.43,403.61,253.85,442.95,61.72,212.51,526.25,168.74,278.08,64.55,682.22,432.23,348.35,100.39,238.39,487.34,155.26,157.84,230.85,183.71,269.54,235.33,375.82,199.74,418.61,351.14,131.54,419.54,332.8
2024-09-19,186.36,204.11,188.09,359.16,454.74,369.92,98.18,502.93,298.55,304.23,344.44,137.73,160.09,132.36,404.76,117.76,406.26,385.42,502.68,293.23,453.57,390.32,324.54,359.49,132.11,126.79,182.99,140.16,112.17,439.65,276.49,234.7,267.02,150.94,399.79,429.29,113.79,133.03,123.84,510.04,425.49,238.65,530.0,215.95,341.76,293.37,49.52,290.59,46.89,361.32,448.64,80.02,166.38,306.25,391.99,101.37,117.2,522.34,341.58,134.89,271.17,321.27,286.54,357.19,404.88,327.98,179.54,373.46,97.28,224.92,171.01,93.6,262.81,399.98,253.4,449.95,62.51,208.98,546.21,172.88,274.75,64.25,692.16,441.98,355.43,101.44,232.46,478.87,159.02,156.52,236.11,187.42,261.4,235.14,390.13,194.89,413.93,333.01,128.89,403.17,331.9
2024-09-20,190.69,203.93,185.3,355.24,463.85,356.76,96.6,511.74,286.85,311.66,345.43,136.1,159.31,132.07,407.32,118.17,395.7,393.25,505.29,300.78,468.45,382.14,315.43,341.78,135.26,130.96,180.58,139.11,110.69,446.5,284.43,231.32,265.16,154.91,406.23,426.63,111.99,134.12,119.2,491.6,422.76,238.57,538.02,217.33,342.56,298.83,49.79,294.03,46.08,360.8,451.24,79.38,165.36,304.52,392.81,99.75,116.98,521.75,346.16,136.17,281.19,323.93,285.27,359.42,391.1,338.22,170.71,368.45,97.27,227.43,171.89,94.39,258.78,405.54,253.2,457.17,62.05,207.67,551.22,170.48,277.5,63.87,677.13,443.52,343.29,101.52,226.2,485.22,158.81,155.81,231.64,187.43,264.31,242.76,387.92,189.64,416.72,332.09,133.4,409.02,327.09
2024-09-23,192.37,197.57,186.02,344.36,446.34,357.72,95.18,536.36,284.5,315.56,343.68,134.64,161.58,134.42,403.53,121.31,390.03,390.8,517.11,294.72,472.15,357.09,328.56,357.07,136.0,131.53,179.85,141.86,114.88,461.43,280.9,231.13,267.89,154.34,394.82,438.52,113.57,128.17,117.8,493.31,448.01,240.27,533.21,215.45,345.04,300.51,50.13,293.87,48.27,354.96,454.97,77.6,163.82,304.76,392.07,99.07,116.09,533.98,339.73,136.63,273.52,324.57,281.82,351.94,390.83,336.61,168.44,378.91,99.98,228.42,168.6,94.65,253.27,405.19,254.14,492.88,63.32,208.11,538.58,171.62,262.71,62.72,661.65,429.73,356.51,100.76,223.2,497.2,156.5,154.57,236.12,190.99,274.6,240.73,390.76,190.38,414.52,328.39,132.46,406.0,314.16
2024-09-24,192.91,195.8,184.22,352.02,435.41,350.31,94.78,537.18,277.71,310.06,337.52,136.15,161.3,139.09,410.16,120.08,386.12,393.68,536.71,286.97,467.78,351.72,348.61,350.09,137.74,133.27,177.72,143.63,114.61,464.72,275.03,230.98,265.31,152.73,394.98,447.45,116.38,132.2,116.47,485.6,450.16,237.61,541.5,214.59,337.79,301.21,49.38,289.97,49.74,341.34,479.1,79.58,162.7,308.56,394.35,99.92,116.94,522.82,331.19,134.03,282.94,321.87,277.24,359.36,393.69,338.39,171.29,376.66,100.46,222.18,169.43,94.13,254.49,413.25,254.91,490.56,63.5,209.76,529.23,169.51,258.13,62.15,658.91,430.71,358.93,100.18,226.77,503.02,155.14,148.35,234.73,189.02,274.47,239.63,399.35,193.31,407.77,315.96,134.01,401.82,319.07
2024-09-25,194.32,193.28,189.34,373.42,435.24,340.7,95.08,540.92,265.97,306.35,341.73,134.16,159.32,140.53,418.06,125.39,392.42,390.57,540.06,286.44,454.34,352.34,332.94,352.09,139.16,136.84,172.63,142.92,110.07,477.37,275.49,230.45,258.54,155.67,374.93,451.25,116.92,130.98,113.66,475.01,435.19,239.73,537.27,215.78,339.31,305.11,49.68,286.3,50.75,330.42,490.48,80.26,167.07,302.01,404.15,96.42,116.72,521.94,332.1,131.17,275.52,325.53,273.99,357.35,387.78,344.41,173.36,386.93,100.09,223.18,176.14,92.99,262.59,407.24,252.68,486.86,63.45,204.28,547.36,169.65,255.55,61.0,671.57,436.86,360.68,103.95,225.6,506.92,154.18,147.34,231.97,190.84,272.95,246.49,402.08,194.28,390.67,312.18,132.19,392.56,318.99
2024-09-26,196.68,200.37,187.49,375.83,431.24,335.91,92.62,537.49,263.47,314.91,336.21,135.54,167.94,141.81,416.11,126.93,376.49,384.45,539.85,284.64,464.51,352.4,330.51,355.02,140.29,140.08,172.56,141.46,109.99,464.61,253.94,230.75,264.18,154.48,372.18,440.18,116.06,130.93,111.02,481.97,447.99,239.42,540.73,220.54,343.21,315.38,51.11,290.4,50.72,338.22,484.92,78.33,165.52,294.06,400.02,99.0,117.36,532.41,334.11,136.43,278.23,330.73,266.38,362.26,406.24,343.25,173.69,385.43,100.08,218.16,187.39,95.3,270.56,406.75,250.16,484.47,63.24,208.91,549.91,171.8,256.74,61.29,688.45,435.59,349.89,101.41,226.5,502.06,153.37,150.48,231.2,192.09,270.54,253.55,385.44,192.87,396.9,308.74,133.11,399.61,315.24
2024-09-27,198.33,199.25,189.64,374.25,427.53,340.23,93.94,541.77,265.48,311.21,344.42,140.72,166.76,136.22,420.78,126.78,360.21,387.24,538.84,287.89,486.0,353.84,333.78,344.85,137.89,139.82,170.99,142.83,108.17,502.03,269.29,231.58,266.97,151.94,362.75,457.84,114.87,132.99,109.23,475.86,452.41,232.75,541.05,218.78,334.64,315.73,51.45,290.55,48.38,329.99,497.24,77.99,165.37,292.2,396.71,100.67,119.49,532.87,338.65,137.77,291.95,324.24,275.58,372.93,399.89,336.19,172.07,385.52,98.86,218.73,190.22,94.32,265.88,404.53,250.64,473.92,63.57,209.86,547.79,167.52,255.73,61.6,719.92,432.18,370.87,101.01,221.37,500.52,151.0,150.63,231.0,188.82,269.35,251.04,388.88,195.08,391.27,321.77,130.69,416.81,315.27
2024-09-30,197.16,197.7,191.13,371.64,427.1,338.83,91.83,558.77,268.95,313.24,346.3,140.38,160.74,140.91,413.89,127.12,366.71,388.64,545.12,292.56,494.38,354.66,336.13,336.59,136.37,137.3,174.43,145.38,109.51,521.73,279.54,232.93,269.32,154.66,355.05,454.41,114.67,135.77,106.39,479.1,446.24,237.72,558.9,224.99,334.15,318.01,52.72,289.5,47.75,343.21,482.86,75.84,168.65,285.71,393.67,101.57,119.44,532.03,338.43,137.97,296.45,335.12,270.94,371.1,388.4,334.37,175.94,374.14,99.09,224.77,188.67,94.12,257.83,402.05,244.5,480.75,63.42,210.03,552.23,168.32,270.77,59.85,689.77,418.99,377.41,100.4,220.72,498.0,150.81,150.94,229.56,192.4,273.23,246.03,398.38,198.5,388.66,320.26,129.12,424.69,323.32
2024-10-01,194.32,201.29,188.43,377.74,427.85,336.98,93.03,550.41,282.35,303.97,339.22,140.95,161.14,140.72,407.44,127.27,368.9,391.41,551.36,295.57,509.26,352.23,326.7,346.2,140.08,141.87,172.26,146.48,111.98,503.21,270.94,237.61,265.93,152.63,361.98,437.58,114.34,135.43,102.78,478.3,446.33,231.77,541.83,226.16,330.53,323.18,52.94,292.66,46.94,335.26,469.94,76.12,169.51,278.57,389.15,100.81,117.21,517.39,339.49,137.58,296.12,318.16,275.7,358.21,396.96,325.71,177.99,374.27,98.5,225.13,196.69,94.78,252.54,395.21,245.59,454.17,62.51,207.01,537.87,165.3,267.69,57.3,663.2,412.37,386.16,100.37,222.33,494.48,153.98,150.57,235.48,199.48,270.24,244.08,395.49,198.52,385.5,326.78,127.52,419.61,316.34
2024-10-02,192.99,199.27,190.11,387.72,413.1,353.95,93.9,518.88,273.19,309.58,333.65,141.92,159.47,144.37,411.75,125.83,368.59,389.62,544.81,303.86,511.3,344.22,311.86,341.0,134.56,145.75,172.93,145.25,114.75,505.3,266.36,240.9,262.03,155.45,349.56,454.69,115.45,136.09,103.63,468.49,454.98,232.77,546.52,229.64,322.34,330.82,52.93,291.45,46.04,332.97,478.12,78.69,170.03,276.48,395.37,94.32,117.17,505.41,341.26,135.12,304.62,299.71,279.18,355.4,398.62,325.92,173.6,372.57,99.8,232.6,186.58,95.28,253.74,386.51,241.1,465.35,61.92,210.33,544.67,165.06,274.08,57.8,657.23,408.63,401.78,100.91,222.53,502.69,154.65,152.8,231.27,201.1,275.79,242.22,394.96,196.36,385.99,329.59,130.79,433.96,317.26
2024-10-03,189.68,200.01,188.11,382.29,424.97,368.0,94.16,535.88,279.73,326.16,340.72,143.14,158.04,146.84,407.05,125.01,381.2,386.83,555.4,309.29,508.86,337.27,312.64,330.55,132.47,150.38,174.58,140.93,113.02,517.68,264.71,245.97,263.01,159.25,342.39,451.89,116.98,143.25,106.34,469.5,438.85,224.22,536.59,229.64,317.06,339.52,51.83,293.45,50.24,335.35,482.69,77.44,160.68,282.28,392.84,94.28,116.88,508.64,349.89,137.3,311.52,289.51,284.3,351.35,414.99,324.29,177.69,371.33,98.65,244.03,195.55,94.5,261.28,386.34,242.33,440.11,62.61,214.65,546.98,166.85,279.62,58.76,658.62,413.08,406.18,98.75,228.78,488.47,155.45,151.47,232.95,200.58,275.73,244.17,388.64,196.42,381.09,329.24,126.41,444.12,322.55
2024-10-04,189.28,195.48,187.43,379.06,424.71,372.65,94.05,537.15,282.63,335.27,347.96,148.9,157.92,146.68,410.08,122.54,377.09,384.32,540.49,307.74,490.41,336.16,316.21,324.44,135.68,142.99,174.47,142.3,112.03,525.91,270.39,241.34,257.66,157.41,344.98,441.08,115.73,143.83,107.96,460.81,437.74,228.18,554.72,226.49,328.85,341.75,50.38,294.86,49.84,346.87,486.47,75.2,162.67,283.44,390.18,92.04,117.56,501.05,356.86,135.44,306.61,306.04,284.24,343.11,417.53,324.72,177.08,379.3,100.8,249.71,199.86,93.08,257.71,388.42,241.76,457.43,60.33,215.19,524.79,163.17,270.31,58.28,677.06,409.83,410.33,99.62,229.11,489.39,154.97,150.98,228.38,201.8,277.83,250.22,391.8,194.03,377.45,327.01,124.96,435.33,313.32
2024-10-07,186.34,197.85,191.22,393.52,390.12,362.34,95.91,559.02,286.18,329.42,339.56,149.57,158.72,148.61,398.01,120.14,369.26,392.7,538.27,302.91,491.35,330.87,314.43,336.8,140.78,144.87,173.9,143.84,114.75,511.19,272.4,232.74,267.65,156.21,339.94,435.88,113.79,144.09,102.42,472.44,463.63,245.97,542.46,227.22,336.64,340.91,49.2,294.27,49.62,343.88,498.57,73.71,167.02,285.72,388.08,95.28,115.95,502.57,364.96,137.57,317.75,289.85,284.57,333.17,416.54,312.17,180.18,385.29,101.5,252.22,203.61,93.23,264.58,395.73,247.33,467.63,59.46,210.48,550.87,166.56,265.3,59.28,673.41,407.3,392.07,98.17,230.58,490.61,153.99,152.92,230.11,202.02,280.69,255.83,400.15,196.52,379.56,334.71,126.53,460.54,296.38
2024-10-08,186.31,197.14,186.43,395.61,384.99,367.35,95.53,549.38,277.82,331.27,338.19,149.62,163.39,147.6,408.47,120.94,377.62,387.79,550.42,304.66,479.51,322.96,304.83,344.0,136.06,145.38,176.85,140.7,118.07,497.59,265.37,232.31,270.25,156.91,337.68,415.96,113.06,143.53,103.36,475.15,472.8,236.33,538.56,220.57,339.94,346.3,48.51,291.18,46.76,342.03,481.4,72.33,164.56,285.75,395.59,97.09,116.2,500.7,365.51,139.77,311.75,297.87,297.9,328.15,391.48,314.94,186.08,381.4,99.86,249.89,202.14,95.77,259.89,397.91,246.28,456.36,58.74,206.74,557.89,164.01,259.24,59.29,690.41,408.72,394.26,96.66,233.37,495.44,151.5,154.55,229.79,202.77,286.69,260.28,405.13,197.33,385.48,342.55,125.25,470.96,291.27
2024-10-09,189.87,200.58,181.78,389.21,384.0,357.12,95.68,610.44,269.99,342.13,334.78,152.89,165.49,150.28,398.33,124.76,366.06,384.08,531.16,310.71,476.97,329.92,303.98,343.97,138.19,144.01,176.32,140.12,117.22,523.97,266.04,229.41,273.21,160.08,340.91,429.62,111.62,143.61,106.34,487.14,467.92,237.77,565.61,224.27,345.36,341.78,48.88,294.84,46.75,335.52,470.22,71.02,162.53,282.54,398.27,97.04,118.54,504.66,366.82,138.75,308.74,288.42,298.5,335.18,384.54,316.15,189.73,392.45,98.5,250.53,197.92,94.71,264.5,403.2,248.25,454.27,58.41,204.12,562.71,158.96,257.6,58.98,672.22,418.2,400.87,96.48,229.27,489.75,151.74,154.23,227.91,205.84,290.96,264.24,393.79,194.47,383.57,341.24,129.79,459.62,285.99
2024-10-10,188.73,198.51,183.83,388.97,395.74,360.4,97.2,644.39,271.63,328.54,338.31,153.2,164.59,144.45,398.4,124.83,365.95,373.67,547.46,305.47,467.72,325.39,297.89,346.65,139.41,140.68,179.16,140.25,116.99,504.97,255.27,229.88,279.03,160.66,345.19,427.82,111.89,142.79,107.52,502.69,449.65,235.89,576.78,222.66,337.27,336.4,49.1,291.72,46.8,334.02,487.01,72.85,159.42,286.02,400.04,97.21,117.4,502.89,349.76,137.32,303.16,282.43,301.19,325.64,401.57,322.43,190.62,397.77,98.52,251.1,205.15,93.66,260.97,400.31,248.45,461.64,57.64,202.43,553.28,158.11,272.98,57.42,659.53,423.42,405.83,97.14,227.92,474.88,150.6,155.64,227.43,205.46,284.12,264.46,389.15,193.46,383.54,324.52,132.02,455.04,278.07
2024-10-11,186.56,197.5,181.61,399.17,393.44,361.94,96.48,625.65,260.31,329.46,338.34,152.98,160.77,143.97,413.09,130.01,354.65,378.33,559.7,305.18,476.1,337.29,297.87,337.04,139.53,142.37,179.42,139.9,116.1,524.78,273.12,231.43,274.38,158.78,351.86,447.29,113.23,140.35,106.28,510.37,471.33,228.77,585.87,222.19,336.34,330.92,47.98,291.42,45.32,335.91,494.23,73.43,158.27,283.34,395.15,96.52,115.6,509.59,347.46,134.65,302.51,292.33,296.31,318.73,410.91,312.45,190.63,390.21,99.47,259.53,199.04,94.31,255.77,411.05,248.67,481.74,58.83,208.36,595.64,158.51,267.76,57.64,671.06,416.54,398.84,96.41,216.45,469.33,150.3,158.35,226.8,207.15,281.56,263.92,382.06,191.71,385.68,336.13,130.4,447.39,275.84
